"","01-HLB_221116_neg_iaMSMS_02.mzML","01-HLB_221116_neg_iaMSMS_03.mzML","01-HLB_221116_neg_iaMSMS_04.mzML","02-HLB_221116_neg_iaMSMS_01.mzML","02-HLB_221116_neg_iaMSMS_02.mzML","02-HLB_221116_neg_iaMSMS_03.mzML","02-HLB_221116_neg_iaMSMS_04.mzML","03-HLB_221116_neg_iaMSMS_01.mzML","03-HLB_221116_neg_iaMSMS_02.mzML","03-HLB_221116_neg_iaMSMS_03.mzML","03-HLB_221116_neg_iaMSMS_04.mzML","04-HLB_221116_neg_iaMSMS_01.mzML","04-HLB_221116_neg_iaMSMS_02.mzML","04-HLB_221116_neg_iaMSMS_03.mzML","04-HLB_221116_neg_iaMSMS_04.mzML","05-HLB_221116_neg_iaMSMS_01.mzML","05-HLB_221116_neg_iaMSMS_02.mzML","05-HLB_221116_neg_iaMSMS_03.mzML","05-HLB_221116_neg_iaMSMS_04.mzML","06-HLB_221116_neg_iaMSMS_01.mzML","06-HLB_221116_neg_iaMSMS_02.mzML","06-HLB_221116_neg_iaMSMS_03.mzML","06-HLB_221116_neg_iaMSMS_04.mzML","07-HLB_221116_neg_iaMSMS_01.mzML","07-HLB_221116_neg_iaMSMS_02.mzML","07-HLB_221116_neg_iaMSMS_03.mzML","07-HLB_221116_neg_iaMSMS_04.mzML","08-HLB_221116_neg_iaMSMS_01.mzML","08-HLB_221116_neg_iaMSMS_02.mzML","08-HLB_221116_neg_iaMSMS_03.mzML","08-HLB_221116_neg_iaMSMS_04.mzML","09-HLB_221116_neg_iaMSMS_01.mzML","09-HLB_221116_neg_iaMSMS_02.mzML","09-HLB_221116_neg_iaMSMS_03.mzML","09-HLB_221116_neg_iaMSMS_04.mzML","10-HLB_221116_neg_iaMSMS_01.mzML","10-HLB_221116_neg_iaMSMS_02.mzML","10-HLB_221116_neg_iaMSMS_03.mzML","10-HLB_221116_neg_iaMSMS_04.mzML","11-HLB_221116_neg_iaMSMS_01.mzML","11-HLB_221116_neg_iaMSMS_02.mzML","11-HLB_221116_neg_iaMSMS_03.mzML","11-HLB_221116_neg_iaMSMS_04.mzML","12-HLB_221116_neg_iaMSMS_01.mzML","12-HLB_221116_neg_iaMSMS_02.mzML","12-HLB_221116_neg_iaMSMS_03.mzML","12-HLB_221116_neg_iaMSMS_04.mzML","13-HLB_221116_neg_iaMSMS_01.mzML","13-HLB_221116_neg_iaMSMS_02.mzML","13-HLB_221116_neg_iaMSMS_03.mzML","13-HLB_221116_neg_iaMSMS_04.mzML","14-HLB_221116_neg_iaMSMS_r01.mzML","14-HLB_221116_neg_iaMSMS_r02.mzML","14-HLB_221116_neg_iaMSMS_r03.mzML","14-HLB_221116_neg_iaMSMS_r04.mzML","16-HLB_221116_neg_iaMSMS_01.mzML","16-HLB_221116_neg_iaMSMS_02.mzML","16-HLB_221116_neg_iaMSMS_03.mzML","16-HLB_221116_neg_iaMSMS_04.mzML","17-HLB_221116_neg_iaMSMS_02.mzML","17-HLB_221116_neg_iaMSMS_03.mzML","17-HLB_221116_neg_iaMSMS_04.mzML","18-HLB_221116_neg_iaMSMS_04.mzML","19-HLB_221116_neg_iaMSMS_01.mzML","19-HLB_221116_neg_iaMSMS_02.mzML","19-HLB_221116_neg_iaMSMS_03.mzML","19-HLB_221116_neg_iaMSMS_04.mzML","20-HLB_221116_neg_iaMSMS_01.mzML","20-HLB_221116_neg_iaMSMS_02.mzML","20-HLB_221116_neg_iaMSMS_03.mzML","20-HLB_221116_neg_iaMSMS_04.mzML"
"24307_370.071_13.049",144.24321,71.91755,141.14867,98.22218,21.927013,97.7352,29.215134,196.9085,257.44452,301.56805,253.21631,137.98044,229.6876,243.22983,291.70255,387.36325,339.03445,342.3955,345.68365,404.40063,346.43597,417.51025,455.25238,386.10074,413.15552,516.58984,804.56726,265.44745,259.24884,202.50554,296.27484,241.32764,231.91774,246.18127,298.67792,389.63147,328.6635,385.3766,420.0105,0,0,0,0,388.66278,367.2398,332.71155,402.65057,71.318504,190.71944,179.64317,113.276825,71.01462,94.382095,93.99689,88.73106,0,0,0,0,12.120224,15.815633,0,0,241.08241,262.76642,233.86539,262.82986,0,0,0,23.670477
"23548_370.072_12.792",1721.1063,1722.7511,1682.3173,1218.5759,1222.5614,1361.3854,1320.3655,2295.11,2117.088,2204.9727,2280.4304,1929.0792,2096.0686,1865.6622,1730.8157,2297.5615,2313.5317,2473.5085,2652.9805,2681.9788,2742.2122,2801.371,2786.5361,2240.06,2063.5073,2062.431,2584.749,1885.3192,2034.6503,2107.1145,1956.9839,2124.502,2013.2211,2087.9307,1879.8746,2711.9304,2453.1663,2378.1619,2488.9697,0,0,0,0,1938.6255,1906.0303,1811.6438,1831.8147,1358.181,1306.69,1304.8981,1210.5953,728.59265,703.4679,937.7371,978.4555,0,0,0,0,0,0,0,0,1644.6687,1695.6951,1684.1016,1576.2993,0,15.245858,0,19.256184
"3770_370.104_6.737",0,0,0,0,0,0,0,0,84.23734,0,0,165.1108,241.22198,289.19547,338.0548,243.15768,192.73825,235.93268,134.89154,158.78241,183.70149,119.63159,258.05762,475.0945,570.3158,399.33182,594.5044,527.9695,686.50867,722.7055,666.4436,207.29285,262.76385,180.67673,234.01054,269.3477,426.06454,342.058,491.3854,0,0,0,0,0,0,0,0,0,0,0,0,167.48537,105.38716,83.87297,233.49371,0,0,0,0,9.132973,0,0,0,55.168175,37.77652,0,0,12.190806,11.052961,0,0
"17204_370.18_10.446",107.75392,180.46765,0,76.09567,106.36809,113.32284,63.167595,189.9273,211.51717,123.54856,159.72517,70.691025,18.004366,133.74066,176.15485,259.0367,144.1416,246.50116,341.56723,321.35962,241.15158,221.35828,288.92828,206.20486,236.07025,237.3776,311.01544,152.74686,139.83994,168.19975,343.137,64.65149,134.28911,123.284134,212.71503,335.3159,91.50681,327.9723,380.52957,341.71634,277.2572,283.27853,302.0946,152.49939,0,163.57498,0,86.71921,110.65767,125.349,29.227118,39.914997,47.36287,180.33205,54.502,539.49054,348.48535,440.37463,374.95114,274.83807,333.7469,332.16223,334.00986,19.910784,44.736843,0,53.784744,475.7777,470.92404,459.63626,515.5093
"997_370.194_4.879",0,0,0,0,0,0,0,0,0,0,24.528347,0,0,0,26.15583,0,0,20.393986,0,0,0,43.955383,19.462807,85.33058,101.88655,56.879677,24.484959,0,28.117973,0,0,0,0,0,0,12.277109,0,0,0,270.74597,287.349,279.70233,235.84396,42.643627,19.028336,39.31938,61.70854,0,10.987233,0,0,0,0,12.70619,0,601.9203,610.63464,612.31714,605.09937,448.0623,342.61932,376.88904,552.36835,14.99353,0,29.637264,0,537.9822,530.8853,434.30667,509.80743
"43051_370.201_20.899",0,39.354095,26.697197,0,10.5918455,0,21.011513,10.011807,25.829552,0,0,9.699961,0,0,0,11.955426,0,0,0,16.945618,0,0,0,0,0,0,0,11.713852,0,0,0,6.0719776,0,30.87845,22.384655,11.854637,32.88368,0,27.77434,7.076292,0,24.475866,0,0,0,0,0,0,0,0,0,5720.157,5275.7974,11764.931,12502.926,10.077126,0,0,26.81936,11.648806,17.185814,0,0,13.462412,13.718925,0,0,0,17.249596,0,0
"11490_371.013_9.12",989.1632,997.07544,1080.3053,656.7923,600.3492,678.3493,753.455,2499.515,2551.8208,2409.9558,2489.401,2843.171,3028.6995,2784.371,2828.8535,3664.3352,3510.892,3596.392,3650.7373,4087.3394,4029.0178,4293.2446,4070.897,4455.208,5068.786,4650.2954,5061.936,5050.133,4732.754,4561.1875,4452.0156,3551.3013,3268.3164,3331.1174,3347.1648,5178.1567,5438.579,5413.922,5456.331,0,0,0,15.8135605,4767.208,4384.831,4239.595,4328.667,1979.0222,1964.1404,1984.5251,2112.8838,3313.9094,3676.4006,4134.23,4189.756,0,0,0,0,0,0,10.450888,0,4940.1187,4583.914,4736.7617,4591.041,0,0,10.506996,0
"8438_371.013_8.229",4690.25,4668.228,4253.126,2189.8218,2233.8552,2135.5789,2498.9858,718.3373,6654.7803,6650.442,6461.1763,5253.8535,5063.11,5046.302,4940.8003,1303.4172,1366.076,6631.239,6464.999,5843.686,5767.4067,1012.964,5744.965,1743.8633,5964.363,6108.087,5975.3755,5302.7754,1025.4175,5348.281,5475.011,5427.1567,5297.4985,5052.5215,5227.8545,2512.6128,2367.4077,2184.8193,7368.7905,0,0,21.092896,0,3824.7368,7719.547,7551.177,11362.289,4545.927,5007.8994,5079.142,4445.888,1598.4753,2013.6108,2023.6765,8315.288,0,0,18.254341,0,0,0,0,0,2310.2124,2257.245,8061.8423,3267.4458,0,0,29.211464,0
"6639_371.014_7.885",757.2313,562.6064,664.6062,357.26987,325.2647,214.83508,340.74094,1820.0309,1764.5739,2167.6072,2206.7878,1052.5581,1055.3218,1121.5118,1161.3828,2539.5264,2910.333,3259.1816,3241.8647,2068.4197,1793.353,2145.6545,2139.7139,3060.0168,2945.8713,3043.73,3179.086,2217.1416,2190.076,2325.058,2341.8994,1774.1841,1653.367,1681.1797,1805.4128,4106.389,4085.0986,4524.2363,4556.075,28.837284,0,0,0,5848.7974,5850.8857,5727.3896,5692.6157,1373.9924,1296.6838,1569.4567,1356.4618,3708.8792,4052.0728,4353.085,5225.2036,0,0,0,0,0,18.170074,0,0,4423.8687,4467.829,4671.803,4583.37,0,0,0,0
"660_371.069_3.997",0,0,0,9.963623,0,23.183613,22.870106,32.23065,10.794403,24.633791,0,16.116293,49.985794,52.82605,62.42544,24.935009,38.727783,54.530033,28.175629,0,15.233377,0,0,109.24513,213.00204,99.73226,214.28017,109.562904,78.45878,122.858246,126.97174,21.319069,11.077524,26.931269,23.1989,80.40694,114.25789,119.438545,69.81197,146.97641,53.108772,96.80571,69.93164,148.08679,213.82976,249.65189,223.85373,19.213352,69.32737,26.584408,28.03262,56.05512,84.88341,188.20262,174.15358,463.0983,301.1933,429.039,432.48126,199.40878,235.85004,237.50526,250.50688,81.46666,112.499435,80.48454,98.9361,538.4778,612.959,584.8737,534.9389
"272_371.07_2.72",0,0,28.476225,40.144997,14.635824,86.45921,0,21.868473,36.974297,60.814556,0,79.11774,83.66637,103.46807,102.772285,82.31567,53.60462,50.152573,122.16722,66.588196,21.66664,171.72566,48.86971,775.5397,370.67133,481.7475,334.96216,165.30171,106.9801,199.72937,132.69376,59.934967,32.13771,36.01956,82.97277,140.90433,149.05174,172.16183,120.618385,170.05109,198.88245,86.87986,174.6369,590.4891,313.3625,740.2568,361.22964,49.89702,26.497147,94.52866,84.98512,250.4893,172.84187,142.64575,343.46082,973.9701,1051.4506,1073.7352,1015.75916,157.97618,548.3272,293.15442,936.6669,311.54977,345.44644,383.72208,208.61597,537.4595,642.6236,1032.3861,1243.7859
"946_371.07_4.797",165.5934,131.80711,136.18309,240.1728,226.31126,188.17465,229.95985,373.2998,354.77435,371.6092,361.87857,518.7434,505.74326,575.85425,663.6336,560.8169,591.1824,538.09344,603.15857,722.9603,598.17053,700.6464,843.5534,2577.4563,2129.8013,2080.25,2119.773,1184.7323,1168.8086,1198.3352,1061.8518,549.66125,448.99313,550.27875,578.1089,1068.9891,994.2542,865.04333,1377.35,1083.6793,428.18066,1375.5544,386.75964,2088.751,2106.1772,858.96185,1911.5837,433.4333,558.82996,623.26715,577.28156,1571.5278,1392.7028,1748.6172,1601.1975,3456.7197,3215.7695,3010.3918,3640.5857,2437.0469,2492.416,2492.77,3077.2761,1596.6353,1351.594,1451.5581,1568.6829,3511.775,3505.7495,3632.3423,3807.4094
"54_371.071_2.09",3.8230822,7.057699,4.354327,7.69196,10.253593,6.0105605,9.014191,6.8317804,11.0376835,13.597367,18.601252,5.8221493,29.628572,18.100012,6.9571114,16.648916,9.984932,7.0715847,10.151091,18.347649,43.75566,25.690153,15.1400795,262.68597,69.14485,627.27936,727.22546,36.693913,19.428162,44.901447,23.22934,10.900903,6.925792,6.1215777,7.305557,12.514765,29.724709,56.305595,12.440468,44.844498,144.84491,78.84704,73.6039,142.62163,207.68443,218.73848,144.00276,10.524492,6.4291344,7.051828,8.06067,1107.7255,1124.5784,517.80817,136.60721,5482.7305,5387.194,5582.0723,1504.8832,878.1801,465.0088,863.7945,4745.81,194.07246,311.2067,398.51773,581.8721,287.5781,4741.368,1465.4131,4734.9355
"30335_371.078_15.101",100.84521,133.95262,0,88.26239,71.43236,0,101.948364,55.12155,280.69025,321.41736,237.81625,151.49013,222.25174,313.742,0,441.44827,615.1229,2637.2031,402.02737,716.9961,637.51666,647.14557,564.7601,631.5763,611.7963,623.8862,676.6644,400.88663,374.10672,313.61655,356.24753,287.78152,375.12753,414.58582,383.94122,546.0344,380.2254,422.14014,2408.097,0,0,0,0,388.17148,560.93256,520.7507,423.74985,286.1801,154.77264,226.08026,217.73145,299.92197,389.25394,1974.601,338.71252,13.128483,0,0,0,0,0,0,0,316.57623,316.87616,382.8932,368.3921,0,0,0,0
"30107_371.08_14.99",1169.6564,1307.6243,1341.6033,633.25574,686.86816,665.24756,808.883,1655.2428,1598.584,2069.877,1645.9791,1219.4973,1508.4954,1947.0872,1708.3129,2966.5762,2572.1821,482.4159,2070.7227,3481.875,2814.58,3710.5247,3719.8035,3425.752,3563.7722,2869.686,3050.6733,1878.564,2590.0576,1954.6843,2048.2502,1896.2816,1971.5476,2591.8552,2482.5715,2455.3938,2319.819,2455.517,485.52637,0,6.8702965,17.260471,18.597626,2252.2422,2357.1191,2293.2283,2666.7737,1465.7683,1318.3107,1300.7494,1421.6201,2271.2952,2537.106,341.0354,2115.9666,13.128483,0,0,0,0,0,0,0,1953.1887,1953.1779,1771.1403,2051.6057,0,0,0,0
"18968_371.091_10.976",0,0,0,0,32.583878,0,0,23.443989,0,0,0,0,0,0,45.175194,991.24884,852.98883,927.17285,990.4474,769.2641,699.04535,780.66296,812.83765,1440.9434,1354.0353,1257.5613,1556.2915,1025.3685,1068.2852,1114.987,852.3406,0,0,0,71.04591,680.0523,719.4842,570.10333,534.3054,0,0,0,0,1219.463,1088.8096,1165.649,1302.3047,0,0,0,0,172.59375,152.94012,76.692406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3947_371.092_6.871",306.5926,447.2116,216.51567,127.12258,205.04489,179.04349,297.29724,1269.0305,672.35004,931.84717,938.0906,737.029,783.66986,738.4194,801.58777,1440.6931,1333.5591,1276.5094,1320.1945,934.1085,1079.4424,1035.4012,1766.3928,1712.7301,1763.6188,1824.0767,2271.9082,1184.4272,1043.4529,1079.0951,1035.0154,410.06104,590.31433,352.552,643.4823,901.0998,1172.1848,1088.1813,994.3207,14.519485,10.173553,0,0,3302.2915,3054.2532,2848.035,2805.5854,372.747,363.6321,261.56976,449.0696,1551.5815,1426.0352,1298.3672,3329.4832,10.042215,13.379654,16.059675,17.752222,0,0,0,15.525174,94.98033,574.89764,595.9943,472.59845,12.9144,15.52529,17.748802,38.2569
"2734_371.094_5.921",25.204805,47.14447,55.625183,44.90298,105.314804,53.32608,45.875107,255.3774,182.36694,178.92332,172.58154,310.3793,302.36252,120.88627,335.90237,286.0843,833.55835,726.0589,761.89307,200.42645,409.7269,424.55057,604.1827,2372.273,3150.6194,3304.4749,3875.9048,718.71875,740.90955,487.97842,474.16556,188.06596,100.80088,215.30933,140.33127,743.1588,703.6372,717.99445,402.38104,0,0,0,0,1388.1344,1398.2654,1294.954,1151.3274,162.05183,139.80173,188.1786,199.54509,616.92957,612.56824,492.9901,578.56494,0,11.540522,0,19.56649,0,0,0,0,395.41803,404.1256,200.6424,282.02588,15.339306,0,0,0
"6930_371.104_7.998",1396.1797,1564.9506,1651.2119,2584.944,2685.0063,2184.3657,2483.3706,4820.004,5072.273,5254.5024,4946.4756,4200.5312,4151.838,4229.549,4013.1587,8013.4146,7949.6367,8203.63,7647.8696,3649.0415,3710.572,3478.8135,3902.5981,9740.015,9396.9795,9621.642,9940.513,10382.532,10405.112,10339.569,9918.752,3329.2815,3428.8381,3241.6277,3218.1333,4615.5586,5213.403,4905.0522,4817.843,1351.492,1307.2354,1459.2047,1388.8319,13953.272,13790.182,14572.449,14722.305,7174.212,7033.8184,7033.3296,7052.812,10133.321,10733.522,10403.405,10831.497,5480.089,5346.6807,4732.7666,5390.4224,1697.7375,1538.9878,1741.2267,5076.413,8592.8955,8484.957,8474.371,9118.094,4055.1606,4740.43,4026.8816,4561.675
"37562_371.128_18.102",2831.9956,2775.158,3081.2463,1846.6556,2078.6616,2114.4927,1993.8368,2782.1099,2588.5662,2919.634,2815.2097,2194.8542,2062.9421,2190.8408,2132.4993,3826.5215,3990.611,3808.5847,3331.1233,3843.0305,3807.012,3739.416,3727.3848,3063.1516,3099.8757,2876.5325,2965.1267,2890.4358,2843.4917,2923.7747,2727.1165,2516.5645,2530.971,2599.7192,2622.076,3180.1274,3340.565,3535.725,3256.5947,12.8592615,7.1797566,13.348158,27.38605,2844.2866,2943.1094,2990.5378,2654.2146,1617.8359,1498.6377,1354.3981,1434.0779,3075.0852,2916.3455,2893.3372,2801.0576,16.919836,0,22.184692,20.930792,16.849514,0,0,19.168066,2741.04,2746.6736,2617.3564,2641.881,14.470444,11.698427,62.67127,27.275314
"26187_371.167_13.859",1337.099,435.08636,479.42566,637.92645,484.55963,651.7392,592.98517,1636.1415,1717.1884,1556.7703,1870.7104,1255.8772,1287.8862,1425.9834,1092.9242,4552.881,4539.771,4639.27,4454.6167,4443.8613,4394.0405,4442.7085,4617.929,4211.323,4234.665,3685.2932,4187.2715,2463.1685,2511.279,2503.9915,2299.4873,2010.5674,2008.6364,2169.084,2252.1064,3536.261,3475.191,3622.14,3407.4385,0,8.8436,0,0,3818.9958,4154.796,3819.2786,3989.2234,1337.9003,1166.1106,1124.7338,1314.2566,2279.0244,2427.6816,2366.499,2282.0908,0,9.412465,0,0,11.182777,0,0,0,3065.792,3003.9185,2921.3276,2484.6433,0,14.964798,0,0
"30850_371.217_15.384",19.444504,944.0067,25.39903,8.624872,10.233577,0,0,36.10235,13.03117,39.074722,19.362349,9.263002,0,0,0,7.802005,0,0,0,0,24.090588,0,0,8.950577,18.0088,21.840313,26.716305,11.149174,29.788534,18.94443,0,9.095936,10.569153,19.309877,0,12.884207,8.794491,20.774376,37.826103,386.8384,337.96945,329.84497,0,12.909909,28.541626,19.01997,0,0,11.351627,0,21.698864,523.4183,613.39465,1212.9779,1032.9237,24.155258,20.822765,19.378845,0,188.59949,0,0,0,8.231652,16.970127,15.771202,0,0,9.285732,0,0
"37714_371.994_18.107",6303.1455,6062.67,6394.8677,5574.59,5388.724,5223.6333,4914.4,6844.8433,6915.771,6586.478,6928.9653,5626.426,5761.8657,5621.349,5564.918,8281.793,8341.059,8001.0933,7374.9736,7287.905,6897.9717,6588.54,6304.4385,5203.267,5291.5273,4993.9375,5139.084,4324.194,4892.558,5715.124,5796.712,5703.9316,5626.211,5606.332,6040.5015,6261.8955,6182.1733,5842.7866,6400.4697,6.498831,9.387394,0,15.676948,6148.243,6557.4805,6492.2744,6346.9146,4536.562,4422.951,4298.553,4372.7993,1106.2418,1701.9192,1935.6267,1766.3964,0,16.560001,0,0,28.20588,0,0,24.019009,6435.188,6484.6978,6017.769,6950.378,11.2635,0,0,17.983269
"8331_372.042_8.211",1159.6226,1305.9102,1045.9705,1621.8969,1892.1912,1827.9862,1900.474,1062.4808,1365.2981,857.0236,1232.3964,5101.664,5108.438,4791.7134,5499.2056,2053.2266,1933.793,1276.3666,1802.1196,4329.1514,4406.664,4957.4395,4936.243,2982.35,4575.6763,2881.056,4448.1465,5062.1104,5549.1777,5481.3887,5430.9746,3716.2344,4068.8516,3742.5708,3452.4756,1267.553,1341.2313,1364.654,1436.4525,15.616532,10.337342,0,0,684.0018,414.7408,501.67795,179.59523,545.9312,845.2015,484.9271,525.397,270.53577,408.91913,385.17334,373.35175,21.22128,8.389288,50.21169,0,16.855501,30.455387,0,0,1371.6323,1287.833,725.37585,1397.8467,11.45351,15.135971,28.615993,0
"11975_372.051_9.29",1257.5369,1116.6768,1242.9279,955.238,972.04254,703.8646,839.39105,1488.8002,1576.7626,1384.1067,1404.2269,1416.4764,1240.5845,1356.5013,1380.1549,2049.6716,1953.6082,1907.3392,1899.0754,1512.4452,1686.8381,1634.7462,1543.8085,1802.3247,1879.8771,1417.4718,1565.6946,1342.6211,1558.4603,1566.4941,1459.5916,1106.6948,1041.2032,1000.50507,1137.7394,1430.7347,1690.9086,1606.8505,1674.5566,9.443626,0,0,0,1771.5408,1780.155,1725.9678,1594.0928,922.6609,906.5052,845.7447,1007.79584,909.6081,1056.7148,1146.588,1267.2639,0,9.319592,12.470402,19.568268,11.001091,0,0,0,1325.1693,1570.5581,1542.455,1416.943,9.018723,0,0,0
"17184_372.161_10.445",239.85002,283.98578,119.844666,340.0998,376.22968,376.13208,392.44562,642.96265,754.0573,788.4269,662.4911,912.27997,863.82697,891.3495,829.7573,828.3466,836.37823,967.2105,916.1453,1174.2177,1164.2362,1060.614,1201.0461,1456.1907,1471.7928,1456.9592,1494.0935,983.19305,919.50085,816.7031,1029.8615,699.674,763.3261,778.69666,783.57965,779.7218,889.628,863.7636,955.6312,735.9543,682.8608,820.3295,816.979,1283.7527,1170.0388,1264.0518,1330.292,487.57578,583.3212,634.7537,531.9423,1254.9166,1281.728,1248.4971,1122.0848,1320.0424,1415.4742,1503.981,1418.897,943.49225,973.99194,880.4652,1229.1927,882.53687,884.6233,869.86383,882.8021,1728.2455,1521.4491,1449.1433,1749.6093
"25013_372.235_13.404",1339.7965,2943.355,1274.2437,222.97243,60.095093,212.08954,245.22675,849.7953,1889.6091,708.9661,756.1371,97.49695,37.749683,187.1177,88.45535,205.08466,35.56577,160.56691,59.003086,312.94205,319.71326,660.036,490.055,34.771416,88.934784,52.289215,42.522545,42.6753,130.56415,86.0911,177.72885,175.32562,220.20457,138.60864,309.18912,1665.0679,1517.5396,3060.412,1756.2568,273.07632,435.98376,0,0,27.535889,27.018312,29.255709,0,74.25055,213.83725,168.45866,0,342.18622,73.61328,256.48264,280.85706,493.8083,217.29236,216.28635,115.60614,113.297516,80.5071,231.7604,194.33571,51.817444,55.87181,67.346985,66.999565,246.04175,24.162619,119.57977,214.67285
"18057_372.235_10.804",157.93694,240.91348,348.85873,188.21858,73.39328,123.5742,47.570282,415.83542,233.422,372.6018,114.185974,208.17657,245.47466,227.17915,272.61868,141.85382,227.24612,279.83463,328.33765,385.75766,381.8405,431.69138,465.48785,421.68518,605.2821,541.98944,481.7055,239.9685,271.00903,229.70134,435.25702,176.29907,246.3293,74.99643,265.90442,402.12292,442.89133,534.46826,459.2489,491.1956,570.6438,528.841,505.64426,352.14194,548.55396,396.56345,139.85707,194.34995,170.28845,183.86017,261.02982,364.53214,260.55322,292.40024,299.96875,916.9934,786.5081,874.0272,884.9468,451.99298,495.27975,420.26328,635.0288,100.034355,241.41066,191.01506,312.35886,928.0739,945.314,958.1117,930.84875
"33352_372.237_16.279",541.25385,586.88226,600.3125,145.02357,181.91646,104.77515,172.55795,525.54333,554.9882,543.968,432.4998,166.40115,177.72574,130.71916,194.60811,203.50935,223.17458,204.62689,232.87755,432.1128,460.6666,518.0847,446.39362,220.71341,265.8875,237.87498,367.75433,236.39099,298.66385,271.2065,306.43683,255.36873,221.76181,258.387,284.6683,557.34955,490.2571,884.94604,916.7754,258.35568,206.04755,238.2253,241.33197,275.95447,273.7958,279.43002,210.12215,76.66958,194.44797,166.8337,178.0923,206.95332,303.3592,294.6155,349.1914,408.75726,406.13486,429.66754,427.398,159.96878,120.43254,171.9601,195.2714,220.42822,175.71837,240.87267,196.2655,220.7979,299.64856,182.33453,203.5144
"28393_372.267_14.582",2172.7603,1291.3577,2376.8833,1635.6222,1484.7058,1316.7174,1901.9331,1887.1241,2075.8381,2342.2456,1957.0825,2102.1362,2177.6453,2131.4788,2146.1755,1048.6149,726.9403,740.09717,1449.657,1242.1505,1945.2935,498.86774,824.6039,725.6592,892.97644,731.4852,1335.5457,2713.342,1036.1976,2773.1194,2541.3618,1370.6984,1295.082,1679.697,1157.0724,4404.2915,4370.2217,3774.4905,4706.974,1823.8802,1701.188,2005.6437,1682.8489,1461.5298,1430.7592,778.50024,850.5543,973.77954,2030.397,1873.5989,707.3109,1535.8431,1409.8567,1180.323,3062.541,2626.5747,2641.3306,2341.9426,2698.2139,1087.4705,662.8021,2425.414,824.53955,926.6134,806.52295,458.78333,1248.647,737.23035,672.14886,583.73975,433.15015
"28403_372.27_14.58",0,0,0,1513.9946,1484.7058,1316.7174,1016.8655,0,0,0,0,1929.8912,1939.5839,1673.0741,2071.8667,3939.0227,3582.1394,3990.655,3862.5767,5710.011,5289.068,5799.412,6132.348,4082.2744,4204.7207,4019.188,4562.3574,2222.1338,2208.2153,2346.7976,2541.3618,2763.4207,2804.3027,2856.4934,3332.7744,2520.3994,2877.905,2370.2332,3435.8782,1339.9131,1068.6395,1226.4326,1682.8489,2821.644,3485.188,3065.1287,3561.1687,1477.8296,1727.2686,1873.5989,1756.404,2701.2368,2916.951,2899.7388,2971.007,2294.29,2187.562,2341.9426,2512.7388,1869.0482,2221.36,2425.414,2241.2974,2434.9304,2520.5806,2720.3362,3066.2927,3078.8767,750.16254,3092.1367,3267.5493
"11460_373.013_9.118",434.24042,537.9929,409.79443,234.33577,378.8721,306.18518,193.24524,1491.3218,1556.221,1589.2062,1488.2047,1882.1548,1961.6975,1942.9039,1989.9061,2309.2456,2284.7683,2229.8672,2345.113,2542.8591,2805.0474,2835.2747,2998.229,3360.8,3157.7937,3504.2715,3478.7246,3224.4753,3084.4084,3125.8914,3390.7112,2267.763,2239.0432,2256.1787,2301.1907,3424.0242,3142.8896,3588.034,3294.313,0,0,0,0,3005.1335,2642.9675,2795.0503,2974.7388,1331.2987,1344.5822,1224.6348,1213.2004,2509.8862,2445.1787,2675.3538,2560.2627,0,14.597347,0,0,0,0,0,0,2823.9268,2858.9219,3018.447,2874.5554,0,0,0,0
"8473_373.015_8.228",3154.3657,3440.2173,3367.3926,1326.8026,1716.9862,1594.9915,1469.5164,4159.3374,4711.4824,4574.2935,4015.4067,3323.0781,3188.8904,3974.0789,2886.498,772.31793,4890.635,5011.2646,4290.8394,3738.2563,366.67654,4165.218,3768.0964,1335.7083,4438.4897,4225.756,4272.6553,4160.921,4042.5693,704.4238,3148.2002,4278.4805,4238.6157,4192.426,3725.0386,1689.9215,1797.8345,1556.6733,4381.675,0,0,0,0,2608.3794,2587.1396,2626.7598,2670.0576,3232.8677,3363.6538,3280.371,3503.7427,5719.3984,1207.1877,1240.0442,5705.1704,0,0,0,0,16.259321,0,19.8401,43.967247,1421.9951,1518.9557,5477.676,5134.8657,0,0,0,0
"8372_373.016_8.185",3868.59,3696.51,3664.6367,1415.7954,1688.5029,1935.2445,1740.7378,5142.98,5116.9478,4889.1084,4834.456,4361.408,4203.116,4208.707,4392.2207,4839.8467,5267.733,5413.5117,5298.0205,4806.616,4820.413,4585.1714,4836.033,4963.114,5185.5664,5030.164,4707.387,4481.801,4839.191,4559.996,4420.8813,4441.7925,4382.9434,4388.7744,3943.2966,5574.06,5107.0864,5709.0454,5652.512,0,0,0,0,5631.809,5431.3564,5653.986,2047.9534,3588.6636,3615.7478,3552.2117,3821.754,1100.4291,6039.657,6238.9185,6470.3354,0,14.231366,37.445045,0,42.68277,32.80323,19.338684,0,5639.9663,5784.331,5784.095,5651.7886,27.489832,0,0,0
