"","01-HLB_221116_pos_iaMSMS_01.mzML","01-HLB_221116_pos_iaMSMS_02.mzML","01-HLB_221116_pos_iaMSMS_03.mzML","01-HLB_221116_pos_iaMSMS_04.mzML","02-HLB_221116_pos_iaMSMS_01.mzML","02-HLB_221116_pos_iaMSMS_02.mzML","02-HLB_221116_pos_iaMSMS_03.mzML","02-HLB_221116_pos_iaMSMS_04.mzML","03-HLB_221116_pos_iaMSMS_01.mzML","03-HLB_221116_pos_iaMSMS_02.mzML","03-HLB_221116_pos_iaMSMS_03.mzML","03-HLB_221116_pos_iaMSMS_04.mzML","04-HLB_221116_pos_iaMSMS_01.mzML","04-HLB_221116_pos_iaMSMS_02.mzML","04-HLB_221116_pos_iaMSMS_03.mzML","04-HLB_221116_pos_iaMSMS_04.mzML","05-HLB_221116_pos_iaMSMS_01.mzML","05-HLB_221116_pos_iaMSMS_02.mzML","05-HLB_221116_pos_iaMSMS_03.mzML","05-HLB_221116_pos_iaMSMS_04.mzML","06-HLB_221116_pos_iaMSMS_01.mzML","06-HLB_221116_pos_iaMSMS_02.mzML","06-HLB_221116_pos_iaMSMS_03.mzML","06-HLB_221116_pos_iaMSMS_04.mzML","07-HLB_221116_pos_iaMSMS_01.mzML","07-HLB_221116_pos_iaMSMS_02.mzML","07-HLB_221116_pos_iaMSMS_03.mzML","07-HLB_221116_pos_iaMSMS_04.mzML","08-HLB_221116_pos_iaMSMS_01.mzML","08-HLB_221116_pos_iaMSMS_02.mzML","08-HLB_221116_pos_iaMSMS_03.mzML","08-HLB_221116_pos_iaMSMS_04.mzML","09-HLB_221116_pos_iaMSMS_01.mzML","09-HLB_221116_pos_iaMSMS_02.mzML","09-HLB_221116_pos_iaMSMS_03.mzML","09-HLB_221116_pos_iaMSMS_04.mzML","10-HLB_221116_pos_iaMSMS_01.mzML","10-HLB_221116_pos_iaMSMS_02.mzML","10-HLB_221116_pos_iaMSMS_03.mzML","10-HLB_221116_pos_iaMSMS_04.mzML","11-HLB_221116_pos_iaMSMS_01.mzML","11-HLB_221116_pos_iaMSMS_02.mzML","11-HLB_221116_pos_iaMSMS_03.mzML","11-HLB_221116_pos_iaMSMS_04.mzML","12-HLB_221116_pos_iaMSMS_01.mzML","12-HLB_221116_pos_iaMSMS_02.mzML","12-HLB_221116_pos_iaMSMS_03.mzML","12-HLB_221116_pos_iaMSMS_04.mzML","13-HLB_221116_pos_iaMSMS_01.mzML","13-HLB_221116_pos_iaMSMS_02.mzML","13-HLB_221116_pos_iaMSMS_03.mzML","13-HLB_221116_pos_iaMSMS_04.mzML","14-HLB_221116_pos_iaMSMS_01.mzML","14-HLB_221116_pos_iaMSMS_02.mzML","14-HLB_221116_pos_iaMSMS_03.mzML","14-HLB_221116_pos_iaMSMS_04.mzML","16-HLB_221116_pos_iaMSMS_01.mzML","16-HLB_221116_pos_iaMSMS_02.mzML","16-HLB_221116_pos_iaMSMS_03.mzML","16-HLB_221116_pos_iaMSMS_04.mzML","17-HLB_221116_pos_iaMSMS_01.mzML","17-HLB_221116_pos_iaMSMS_02.mzML","17-HLB_221116_pos_iaMSMS_03.mzML","17-HLB_221116_pos_iaMSMS_04.mzML","18-HLB_221116_pos_iaMSMS_01.mzML","18-HLB_221116_pos_iaMSMS_02.mzML","18-HLB_221116_pos_iaMSMS_03.mzML","18-HLB_221116_pos_iaMSMS_04.mzML","19-HLB_221116_pos_iaMSMS_01.mzML","19-HLB_221116_pos_iaMSMS_02.mzML","19-HLB_221116_pos_iaMSMS_03.mzML","19-HLB_221116_pos_iaMSMS_04.mzML","20-HLB_221116_pos_iaMSMS_01.mzML","20-HLB_221116_pos_iaMSMS_02.mzML","20-HLB_221116_pos_iaMSMS_03.mzML","20-HLB_221116_pos_iaMSMS_04.mzML"
"8769_334.235_16.83",5810.5244,5869.6504,5954.247,6465.407,1383.827,1521.9281,1715.9058,1476.436,4280.2153,3630.4956,4174.0635,4233.825,1518.9385,1459.7026,1640.6093,1464.6654,1487.7867,1234.5249,1539.3538,1410.247,2949.7417,2591.6477,2609.1548,3096.0332,1458.7151,1566.806,1449.1975,1490.9478,1102.7814,1319.498,1110.2198,1368.2172,1649.5619,1635.5012,1731.448,1875.3204,7514.302,6696.5386,6823.009,6734.5923,1741.4205,1632.5924,1664.9731,1814.8275,1150.4309,1062.8958,1137.3323,909.4899,1139.278,1301.6005,1292.0652,1362.8978,2261.5786,2281.8115,1676.4385,2326.4727,2943.7188,2926.6895,3121.8716,3117.4814,911.6112,807.9099,682.13574,892.8296,1220.9202,1242.4335,968.61926,1614.4749,649.5685,792.35846,637.83044,658.1126,1148.402,1177.9497,1119.0569,965.56036
"6825_334.29_13.839",213.88776,540.87305,0,0,2057.9443,2493.1038,1963.6044,2046.8766,670.01013,421.65704,0,1043.0715,2297.3186,1835.9675,1361.167,1786.6433,875.9953,927.91583,612.57275,1262.8728,1832.0139,984.2742,1212.3157,1590.8909,1905.6139,1769.8284,1285.3503,1167.194,199.99536,146.13951,0,0,1665.3855,2284.3877,1770.3577,1798.8549,250.01642,644.975,0,1254.0916,2238.3909,2203.5503,2153.7512,1794.092,286.26556,0,0,493.47702,2386.6587,2299.8918,1867.7283,1917.2825,2152.2969,2314.063,1728.2443,1812.415,2238.0137,2091.6194,1821.825,1673.4773,2730.2441,3151.082,2748.582,3104.147,3420.998,3403.1042,2835.9338,2965.066,1734.6372,2105.109,2062.6985,2056.3047,6644.3955,6338.277,5878.786,5923.519
"6826_334.292_13.838",0,540.87305,0,0,1998.5638,1892.1718,1963.6044,2046.8766,670.01013,0,0,1043.0715,1284.571,1606.2773,1171.059,1786.6433,0,0,0,0,0,0,1212.3157,0,1748.8341,1769.8284,1093.209,1167.194,0,0,0,0,1584.9564,1856.5652,1299.1344,1798.8549,0,0,0,0,1664.0905,2029.5238,2153.7512,1555.1543,0,0,0,0,2325.56,2235.0464,1867.7283,1917.2825,1975.4083,2045.2202,1249.5974,1417.5477,2104.6968,1940.8346,1821.825,1509.4226,2824.749,2659.155,2748.582,2958.9492,3357.784,3403.1042,2835.9338,2781.8335,1734.6372,1693.3654,2062.6985,2056.3047,6158.348,6492.9487,5878.786,5923.519
"9509_334.346_18.061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284.4214,7251.8887,6907.685,6877.5645
"1697_335.197_7.714",0,0,7.914175,12.662495,5.514905,15.643556,0,10.769302,13.9469185,0,13.300794,0,8.667312,16.122448,0,18.44905,8.506977,5.7691717,0,15.882878,6.641399,7.8868685,16.15339,0,0,27.28751,29.692993,28.951836,34.977524,17.506588,30.101286,35.30015,17.659645,12.337744,0,35.39334,8.692963,5.0688906,20.608032,0,18.323904,45.13836,58.811928,0,9.805617,9.543577,15.053896,0,19.001734,7.750873,0,30.045374,0,7.507208,20.615934,0,917.2542,1040.9736,1006.5601,1021.8233,865.05396,845.27594,956.5291,703.67957,270.89008,254.07784,216.4052,319.80765,96.20637,48.837654,119.21769,18.01891,145.5062,148.73792,177.15611,180.24303
"3975_335.232_9.569",0,0,0,13.472784,0,7.810858,12.934488,0,0,13.340301,0,0,14.687295,6.42194,0,0,18.657265,11.818365,0,0,0,8.206112,0,11.470428,9.82415,16.888762,0,0,10.298748,16.840086,0,0,0,0,0,35.92331,11.231634,0,0,27.218126,541.2749,552.926,610.3349,439.0817,13.837742,0,0,30.42561,15.894661,14.612734,15.371503,0,0,28.71928,0,0,299.05746,300.34247,238.81169,317.17108,275.17175,259.11487,234.52203,235.86612,392.6089,475.9278,365.9002,382.3933,14.281002,32.130928,16.036789,0,180.11717,196.8028,239.25638,270.96912
"9571_336.149_18.104",1663.4431,1605.7312,1531.9875,1547.6249,1078.3463,1086.6898,1065.4868,993.4888,1449.6554,1538.2129,1555.0089,1399.9075,1162.9664,1178.4308,1172.7026,1091.0121,2720.337,2932.8813,2998.6523,2923.1367,2787.4048,2512.9001,2484.6538,2727.138,1875.9164,1876.7288,2122.251,1980.4431,1641.2095,1925.5902,1829.9341,1954.2662,1725.343,1618.642,1612.9113,1398.934,1873.3033,2398.8271,2296.7075,2356.8223,3.4801524,0,0,0,2457.838,2305.4077,2482.3218,2280.0579,908.19763,845.7886,781.20056,976.7645,1660.3003,1674.655,1659.0347,1464.8955,0,0,0,0,0,0,0,0,0,0,0,0,1826.7692,1583.6901,1695.8782,1659.0734,0,0,0,0
"5405_336.167_11.37",260.64612,213.32263,247.51926,277.30225,215.72339,260.27905,189.8122,223.89545,330.67212,351.05344,347.22864,314.3228,217.7714,265.5929,173.00394,259.12115,645.23315,558.2349,553.82666,569.2286,334.1358,357.5703,346.12198,386.52234,726.02734,644.9472,705.5282,529.4096,354.05228,343.67355,322.53772,284.4646,149.79886,241.3228,212.40204,215.18506,519.93494,621.77496,406.60486,451.1045,318.65308,331.1583,323.74695,321.2694,1445.8403,1413.3645,1399.0037,1671.8506,518.4686,577.95886,505.52283,490.0451,938.8026,1011.11194,859.5343,1115.7283,318.55756,363.86273,317.75208,290.0802,358.63077,351.69785,337.91528,422.55896,553.6938,566.35114,537.6615,635.4682,384.86975,421.4343,471.78418,313.1484,0,0,0,0
"4961_336.206_10.711",505.8263,578.29083,362.80914,410.93646,542.4559,598.9983,450.45352,623.33325,706.2341,863.59814,796.1038,724.22235,622.39014,808.4138,622.73615,880.10034,1078.5856,1003.7209,1084.9055,564.2138,670.86884,363.57593,764.9204,407.57776,1147.5991,1147.875,1062.1443,795.4041,1129.1392,772.525,1082.4846,860.2822,455.03705,615.3108,657.753,458.91376,796.00195,332.60117,584.9426,370.62042,707.9145,702.92725,614.0537,560.0591,908.4935,777.8044,1271.3625,1176.0966,920.1518,1256.843,1024.9419,1107.3424,1436.191,1361.1941,1368.7723,1463.3027,963.9761,620.9678,687.7518,687.1122,696.17303,507.66968,579.2063,466.6106,1169.6543,1149.6521,885.4332,1247.8616,682.272,754.9516,679.259,363.26917,27.188736,0,0,0
"2055_337.142_8.001",1233.4708,1296.5604,1224.4231,1284.3228,2256.556,2342.6074,2157.3591,2359.9944,3340.3843,3197.4282,3123.7305,3304.5784,2725.996,2661.1648,2749.6448,2683.341,4458.0674,4373.0996,4587.7266,4452.322,2140.1846,2054.9783,2143.4868,1889.2042,4455.9214,4515.592,4710.4346,3510.2407,5520.129,5551.3755,4733.945,5807.585,1945.4629,2024.0593,1827.9807,1903.5914,1998.2024,2047.5513,1650.5103,2011.4653,830.6044,939.99194,1131.4993,1123.1525,4336.228,4224.2666,4639.3945,4062.4854,4473.9966,4415.4985,4249.6763,4114.99,5676.637,5794.876,5926.2427,5547.7236,3962.4507,4239.611,4571.384,4461.7905,1314.2863,1218.0869,1398.1074,1276.254,4225.715,4177.943,4285.247,4328.8086,4002.6624,4163.058,4065.0256,3955.064,3718.184,3621.399,3181.8394,3650.7969
"8013_337.163_15.496",669.37555,743.1712,820.2859,739.7521,541.9565,593.9317,642.47217,563.9364,1577.7439,1595.3372,1354.4242,1687.5176,2254.5632,2360.5786,1995.6996,2518.941,4827.219,4996.2783,4315.5825,4829.5137,5140.666,5055.5615,4531.9614,4904.7783,5815.0195,5853.057,5334.2734,6141.4697,2812.592,2966.789,2452.7952,3061.5486,2950.5283,2774.8674,2930.4175,3085.165,2675.3784,2633.9607,2664.6355,2485.1353,0,0,0,0,5673.873,5667.88,5588.1245,5734.358,2128.5266,2165.6072,1962.9277,2192.8816,2602.9624,2664.866,2468.5513,2398.5864,0,0,0,0,0,0,0,0,0,0,0,0,3462.5369,3372.2822,2849.895,3647.403,0,0,0,0
"2622_337.208_8.241",0,7.1606193,29.636711,13.366413,9.077172,12.8307,8.391653,15.427484,20.18037,18.94441,19.364788,0,12.306719,15.970146,0,22.707296,14.061156,10.359311,15.769685,9.971918,8.586783,0,0,16.312645,15.399124,20.14782,0,0,9.81072,6.9184484,12.495243,0,6.357708,0,17.439545,0,25.968746,0,0,0,11.413904,38.185226,0,0,14.474443,0,0,0,56.28279,71.89279,49.72525,56.98411,0,10.904543,15.534377,0,273.58087,243.996,220.7352,296.07483,469.89157,404.53827,583.45026,519.317,165.32698,51.216164,110.19233,103.7193,0,0,15.506733,35.71997,35.23938,38.20975,86.92436,36.979668
"3509_337.21_9.267",10.611371,0,0,0,25.154484,21.867666,0,13.995104,46.34144,18.495491,0,22.810081,0,19.390018,27.068806,0,21.937012,28.231817,0,44.929283,13.476684,0,0,19.181864,24.711597,0,60.70359,0,15.195994,0,0,56.072968,12.899643,0,31.954746,28.229294,0,0,0,57.837128,15.35582,24.660135,0,0,15.495363,0,0,0,11.282133,0,26.580088,0,0,38.196507,0,0,583.6608,517.78217,566.45166,575.6295,881.80273,830.671,820.6596,824.9399,111.714035,151.28365,154.02505,130.77837,24.17649,20.60865,25.027954,0,68.62822,38.016212,88.50348,85.78037
"5428_337.21_11.416",55.68662,0,0,28.08268,0,32.07646,0,21.977062,27.478683,0,0,37.32503,128.70694,129.85492,125.06459,0,28.481852,0,28.13673,0,0,0,38.45012,29.569115,34.75036,26.58849,36.6839,0,21.19865,27.881336,0,0,0,0,0,55.58161,36.11339,0,0,0,12.114216,0,0,0,50.962814,51.31114,0,0,426.75787,398.80832,353.14673,221.84097,0,0,33.543213,0,0,0,37.809708,0,43.08619,0,0,0,0,20.21678,0,0,0,0,0,0,23.553299,0,0,0
"4063_338.104_9.692",351.12573,361.40323,360.86377,406.01987,312.74323,253.73567,344.7585,292.1544,763.61884,674.28015,736.5137,907.9275,652.94727,911.7647,951.57245,741.2095,624.6255,694.614,665.4781,685.0917,959.1063,894.1201,787.20953,1086.7347,977.37775,1113.3496,1008.28906,956.2224,643.78986,700.93555,632.7726,681.90845,822.0266,730.2389,818.97705,1054.1873,1021.45984,1115.8556,1087.0323,864.0658,0,0,0,0,1120.1049,1007.6627,1007.7434,1157.4003,521.6809,528.4315,479.8998,477.21198,734.21375,711.736,725.78107,699.3811,0,0,0,0,0,0,0,0,0,0,0,0,570.7423,504.25,649.9814,612.14233,0,0,0,0
"5261_339.178_11.102",196.4172,197.57556,240.68546,237.61896,191.99054,185.13454,252.53102,186.16504,623.94885,616.00916,520.73145,681.6089,513.731,581.30115,670.1613,764.8634,835.93414,1067.0459,886.3983,920.09424,996.6656,880.4633,821.52673,851.9184,1654.441,1636.983,1500.0619,1462.2555,1122.1646,1120.4147,863.1788,1038.0458,779.3774,738.06287,605.3202,648.0905,1031.3749,1093.6318,1053.978,1080.7006,275.95126,215.18091,187.59854,197.01208,2189.0737,2397.223,2236.4082,1985.9888,543.8081,511.93347,545.6066,505.69244,1542.9507,1530.8125,1554.9233,1292.2683,480.91238,556.3119,431.7822,355.28152,301.50638,333.16907,307.0609,361.86194,522.2479,503.39752,535.6371,580.0933,1103.7495,1203.4032,1134.3734,1217.3978,399.5935,484.67523,512.0378,288.88666
"6995_339.179_14.039",315.561,322.25604,226.90048,223.11691,279.08774,176.74681,190.61467,177.67395,513.3753,525.68616,412.40802,554.8396,614.90704,591.85693,637.5442,509.6461,1931.3593,1664.3811,2003.0334,1827.5355,1693.5798,1653.3497,1829.906,1748.911,1347.8334,1448.0842,1563.2075,1684.4094,919.3121,1109.6332,1103.6173,1090.0928,897.0576,739.0962,838.6635,684.89246,783.9385,686.91895,807.32874,693.41815,13.729465,0,0,0,1352.1671,1541.8392,1652.139,1371.7357,491.54074,564.7772,576.7489,476.25897,708.9373,671.32446,695.2987,719.6312,0,0,0,0,0,0,0,0,0,0,0,0,993.07275,968.60297,982.564,979.9225,0,0,0,0
"7245_339.229_14.342",109.15915,252.60654,145.9613,147.43625,182.75285,183.7376,186.2533,204.12984,173.88855,261.3522,274.1741,206.11778,261.12494,176.7203,208.77185,159.80014,599.2388,585.4352,494.67258,539.75885,687.22626,728.49286,723.3011,716.0756,656.60913,650.72943,638.24414,668.88367,382.341,428.57144,342.5647,375.3683,294.9935,329.66614,385.54712,406.59583,399.2491,411.93903,358.5206,411.9464,0,0,0,0,566.3421,495.84286,452.107,361.1444,266.26096,314.4725,264.87616,237.42465,290.92722,347.99765,271.83755,272.28207,14.474812,0,16.241467,0,0,14.448921,0,0,0,0,0,0,367.13324,400.7853,317.22818,292.71295,0,16.071808,0,0
"5844_339.262_12.174",17.5363,0,0,0,49.1607,53.78707,61.080536,93.47987,320.32272,261.63123,290.39734,331.10703,693.0118,645.0486,517.0319,708.64545,423.31326,402.3973,404.24976,369.20026,544.86676,530.54626,503.74448,451.77448,821.9501,840.72595,827.6566,689.83484,554.0495,525.3547,581.3375,496.47333,351.76538,307.32993,273.48575,265.68884,757.58514,732.60516,680.35986,741.94226,6.124675,0,0,0,779.8381,685.6611,721.76526,731.24414,250.87238,228.92068,223.56696,204.36803,245.79266,189.2027,256.1595,182.41791,0,19.2642,0,0,0,0,0,0,0,0,0,0,228.85724,196.30582,249.19493,209.15121,0,7.608278,0,0
"2314_340.083_8.136",5651.37,5994.5947,5697.28,5764.171,4863.252,5199.748,5176.5874,4733.813,8888.3955,8642.468,8087.6626,8623.921,8153.4956,8052.432,8138.4346,5196.772,10092.938,7763.6387,7829.752,9247.208,8820.028,9403.467,9068.886,9351.216,9446.093,7484.616,6924.7534,7224.7075,9401.727,9235.054,7715.7173,8888.919,8594.896,8500.856,7677.8765,7815.028,9805.489,9598.547,6542.5015,9379.58,0,0,0,0,6083.932,5781.8237,5871.6157,5451.4253,7724.3486,8014.4395,7975.2197,7289.9546,9004.254,9016.147,7249.523,8484.432,0,0,0,0,6.306486,0,0,7.753116,0,0,0,0,9421.605,8881.123,8558.543,9427.92,8.25244,12.14975,0,0
"4025_340.121_9.635",100.28202,97.6257,142.05238,86.0403,40.347794,82.219696,0,72.06628,130.01842,104.43362,75.34514,151.56984,123.54472,140.26324,155.31688,189.11917,36.800808,0,54.271587,38.007904,35.62474,59.30948,63.259842,57.926872,143.80887,41.486336,109.20179,171.02039,191.51515,125.478386,143.73148,150.08707,92.49541,58.967518,114.77397,79.03401,187.51683,225.52081,216.42175,125.11167,129.04013,141.3442,133.60037,124.42665,68.019226,71.34772,224.37605,177.28792,54.065342,46.182877,80.5665,128.42186,329.30493,315.42096,255.45993,295.12515,174.39145,159.55292,127.3575,81.04936,105.076744,101.99278,146.3316,151.20804,175.14995,208.87474,173.02536,134.75757,402.7565,382.529,549.8191,485.37665,171.69138,176.60454,129.86674,130.33058
"10544_340.195_19.613",187.51877,180.19519,0,110.30826,227.04047,293.02237,225.26488,239.49365,1011.07446,693.39087,975.9667,786.75464,2213.9905,2590.9014,2018.2423,2408.8145,2179.164,2277.5566,2231.387,1940.406,2014.4196,2112.8247,2291.3923,2060.0051,3912.3914,3720.6738,3310.6018,3479.1616,3594.568,3428.0266,3335.5583,3035.2805,1361.5092,1352.6527,994.64417,1234.0596,1594.3363,1552.7417,1304.6335,1131.61,0,0,0,0,2833.6226,3078.3638,3082.116,3116.9375,922.8814,628.06934,819.8498,703.3851,977.4013,800.76855,849.31445,863.3894,0,0,0,0,0,0,0,0,0,0,0,0,2079.9702,2076.2993,2077.9285,2135.691,0,0,0,0
"5358_340.21_11.276",202.2872,226.11476,215.29251,186.75946,255.59627,223.36115,229.91249,172.97533,539.7727,442.69843,429.6463,368.6969,541.5483,594.14185,581.0899,520.3342,736.7116,689.2633,642.9155,644.12573,857.0771,880.7157,831.40894,1046.9103,868.4833,855.7556,867.30457,876.8319,716.10095,754.0095,690.8503,653.4463,584.5405,555.2388,519.13477,636.9523,731.9098,659.3994,666.91125,681.98376,654.06274,689.74054,684.02704,609.1157,838.40765,867.97754,770.2361,913.06714,386.40665,449.2495,439.5556,314.91956,694.7556,557.8376,715.9004,845.20764,1153.4382,1028.8392,1242.2925,1300.8778,676.53754,599.54785,721.00543,733.3722,1040.9191,959.5973,993.3828,1015.1353,681.97797,575.0735,611.8299,635.27734,1726.986,1358.5847,1662.4623,1467.0737
"5879_340.245_12.296",415.79434,395.21082,354.02686,398.13086,408.72336,475.58704,379.4876,362.62616,463.0728,403.79257,398.21927,422.90964,516.22015,527.3577,505.82404,533.7928,951.10364,915.1383,996.286,1166.9335,930.4094,953.57697,1044.3474,999.0393,1420.984,1825.4393,1369.0013,1431.7177,958.7389,955.1209,1026.2968,1032.9761,507.4743,507.61,461.6388,580.2671,607.0448,557.17926,553.8241,504.4032,52.682,0,84.23949,91.429695,462.27222,416.84625,507.13934,474.93793,744.51324,753.0163,947.3679,873.01416,499.02142,520.9635,461.46207,564.9874,280.13394,241.57239,232.8074,218.24986,191.82495,210.96281,119.023315,218.04088,182.08601,215.06355,175.01175,236.541,734.9547,907.2796,830.9778,755.454,163.80862,102.78468,73.43962,93.1998
"6815_340.28_13.794",109.03502,0,157.82587,108.961334,180.12091,213.3905,184.58318,0,169.5004,193.83017,117.23045,130.29233,136.09476,154.12971,158.72148,84.95835,283.33356,302.0034,316.25854,329.75327,453.78677,450.22977,408.16754,473.6607,437.03683,358.3529,356.70493,362.01166,0,0,0,0,279.30655,217.2163,195.70714,282.08176,334.55566,380.5661,334.18668,287.11084,488.62576,582.4904,498.5683,410.64716,235.47235,192.09064,121.52037,188.36469,238.63869,214.82855,206.272,149.12592,340.84637,274.2874,239.74878,311.59854,371.08844,400.57394,294.28543,310.1745,330.88635,347.51584,300.1266,275.60248,446.39014,379.34442,435.66235,412.8064,222.75256,213.92378,146.53831,192.66963,1344.2059,1430.9535,1381.5828,1291.3335
"1015_341.241_6.939",0,0,0,0,0,0,0,0,0,0,0,0,0,19.004913,0,25.322107,22.918547,0,0,0,0,0,0,0,0,50.80503,114.290474,77.71614,0,0,0,0,0,0,0,0,0,0,0,0,347.5911,350.73346,256.78113,261.8485,0,0,0,0,38.701134,0,0,0,10.071362,0,0,0,267.31415,240.91626,220.47958,235.59421,695.38794,722.9456,680.6291,528.7914,482.52444,396.93875,434.2308,338.89142,0,0,0,0,110.02173,110.27182,60.392883,114.595955
"3830_341.241_9.504",1892.3103,1728.6918,1611.9427,1694.6056,164.67938,115.42105,111.70082,81.33766,126.80544,157.97586,106.305,169.12305,275.23083,268.7544,256.47998,298.38568,23.036781,76.81692,70.182625,0,108.277725,101.3872,56.016987,62.873367,111.69276,80.32643,127.285835,80.62439,62.80622,102.48376,75.2216,101.08145,396.64984,379.25208,396.776,414.1784,3211.3674,3392.3518,3338.7695,3250.9465,96.4161,99.57342,55.232666,107.17131,78.75602,249.11319,239.90155,149.12895,99.97247,144.20306,186.94897,178.78683,2438.4917,2444.2996,2441.6565,2430.8748,139.08473,123.13724,135.19508,125.03079,96.76693,62.109375,76.632454,59.32621,285.72028,261.26804,259.5048,290.26205,219.29782,184.16919,198.3759,162.13019,30.268148,36.478928,56.338936,65.48457
"1278_341.251_7.226",0,0,0,0,0,0,0,0,0,0,0,0,1564.9874,1783.9061,1454.3401,2026.094,186.79184,126.73802,0,216.43852,0,287.82068,0,0,1864.9965,1898.1805,1712.4419,1689.0891,118.77757,0,306.78375,411.13733,0,0,0,0,0,106.37728,0,0,0,0,0,0,380.48694,230.09447,252.88144,0,2523.4502,3329.9575,3256.0256,1912.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.2991,459.92224,911.60376,997.555,0,0,0,0
"1875_342.097_7.883",924.96533,3169.5662,1633.6182,1048.7128,1270.9446,1629.1726,1643.3208,1780.6621,1415.2181,4326.079,1487.9788,2816.6724,1482.3542,1198.529,1325.0432,1904.6635,2088.9238,1950.1943,1999.3162,1957.0276,1782.2999,1638.3159,1765.4641,1632.4075,2425.8542,2041.0199,1994.7063,2252.8079,1612.9221,1767.5732,1701.1427,1800.8271,1623.6301,1927.3763,1467.7234,1677.4832,1911.1744,2182.0605,1966.736,1787.9717,0,0,0,0,2979.527,2634.199,2323.6958,2480.7544,2919.0967,2987.4734,1381.4685,1970.3469,2044.6919,2233.1965,1768.7053,2291.1038,0,0,0,0,0,0,0,0,0,0,0,0,3773.441,1911.9988,2087.132,2213.2986,0,0,0,0
"3364_342.097_9.126",291.49377,258.43518,287.4528,265.35352,222.18767,228.79349,185.68637,170.35852,478.5758,463.7747,407.8222,403.56787,537.8104,518.87286,487.60583,481.8966,548.936,590.3114,591.86066,515.6141,677.7024,697.9522,683.90674,673.0998,941.6634,899.99097,982.00616,390.38135,828.4118,846.3934,719.9603,889.7231,573.3757,574.53925,593.1077,558.39935,924.12854,398.41376,838.4249,901.5473,0,0,0,0,578.48706,439.84198,366.34656,830.0567,478.26413,442.75333,431.07428,540.3849,606.43274,527.0828,575.46545,582.2892,0,0,0,0,3.4738488,0,0,0,0,0,0,0,704.2883,725.25604,669.9681,741.5425,0,0,11.077461,0
"1624_342.099_7.65",654.11664,1109.9055,1795.7792,983.20575,554.4084,986.5864,905.8138,603.04474,926.1857,976.49115,1086.9672,846.81854,907.0949,847.4026,831.65454,947.01556,1269.3231,1448.7578,1431.3411,1435.1572,1100.6987,960.3871,1229.735,1068.1605,1251.8724,1286.4236,1749.1826,1328.9343,1198.9801,1205.3873,1344.474,1305.8186,1110.9749,1794.5321,1014.38684,1027.7645,1527.59,1616.5221,1590.0021,1304.3821,0,0,0,0,2800.7026,2693.091,2483.1658,3022.519,1373.9,1490.9008,943.6175,1768.5034,1770.2988,1786.8954,1422.7893,1652.8857,0,0,0,0,0,0,0,0,0,0,0,0,1419.5488,1372.883,2131.2073,1369.8362,0,0,0,0
"11011_342.153_20.331",64.10764,201.71654,182.68253,167.78133,172.44159,198.78702,186.9223,156.76758,199.01833,192.49036,223.23674,158.91867,252.97758,255.03264,259.63007,276.81433,716.6599,683.6391,872.6806,640.80664,422.31046,456.381,594.93835,329.87988,1931.5948,1909.7571,2205.495,2396.5178,907.4742,1008.2205,831.9043,892.44165,795.26184,897.87415,698.85095,776.26855,644.10626,461.2269,566.4582,550.8126,1574.828,1527.6362,1516.4761,1780.9701,1544.4066,1382.7367,1629.9534,1514.9447,707.5254,402.85257,382.3545,532.06696,2004.1619,2017.5076,2136.5728,1820.8359,950.2713,937.8279,1089.9392,1073.6482,1109.9142,1076.093,1094.6963,955.0137,2566.0107,2529.645,2789.3447,2643.4001,1900.5485,1677.4614,1764.2264,1556.8612,621.94116,406.71872,589.88214,669.06885
"10724_342.153_19.902",0,12.068941,0,12.460885,20.66658,0,14.226215,0,8.523486,7.8177953,15.2821665,14.854177,9.264057,13.055105,21.686916,0,60.38514,84.58549,54.717896,61.52902,13.352647,50.887085,25.77843,24.574862,267.28006,166.79015,242.08011,161.17523,90.84105,61.035084,73.88387,80.224915,61.610268,14.647768,24.950642,39.16314,14.116428,34.55118,44.028572,0,183.68033,228.99718,213.76382,215.90756,212.33032,201.66824,174.12051,141.27318,19.230644,12.611653,19.188515,0,113.004036,53.657604,104.56484,132.27457,102.98201,145.78145,99.92084,165.15773,316.27222,266.32547,249.9534,0,525.0082,538.20996,631.26385,507.77124,220.31955,188.89517,129.48813,136.54022,143.65501,112.0822,98.98538,118.25861
"7299_342.175_14.451",0,0,50.15142,88.294174,0,10.33592,0,0,0,25.031334,0,0,215.2785,164.95164,129.9516,166.86691,964.5548,992.3644,881.9677,974.51556,740.19434,724.13635,713.48254,777.58307,1685.018,1845.0945,1617.0903,1753.028,987.8196,994.17737,1127.2812,1166.9923,444.32504,407.70486,403.3274,439.9854,117.101166,28.613157,231.16376,340.4846,7.4991407,0,0,0,950.3214,864.9065,723.2599,760.9423,0,28.943018,0,0,216.43806,98.701485,219.17255,211.91644,0,0,0,0,0,0,0,0,0,0,0,0,243.69235,258.36438,246.41971,225.39682,0,0,0,0
